Modification	PeaksSource	Library	I	TruePeaks	Tool	Fdr	Peaks	Precision	Recall
H3K27ac	macs2	500k	6	500	Macs2Broad	1e-5	481	447	481
H3K27ac	macs2	500k	6	500	Macs2Broad	1e-6	437	416	437
H3K27ac	macs2	500k	6	500	SPAN-GAP5	1E-6	485	491	485
H3K27ac	macs2	500k	6	500	SPAN-GAP5	0.1	578	500	484
H3K27ac	macs2	500k	6	500	SPAN-GAP5	0.05	497	500	488
H3K27ac	macs2	500k	6	500	SPAN-GAP5	0.01	491	500	490
H3K27ac	macs2	500k	6	500	SPAN-GAP5	0.001	490	498	490
H3K27ac	macs2	500k	6	500	SPAN-GAP5	0.0001	488	495	488
H3K27ac	macs2	500k	6	500	SPAN-GAP5	1e-05	486	492	486
H3K27ac	macs2	500k	6	500	SPAN-GAP5	1e-06	485	491	485
H3K27ac	macs2	500k	6	500	SPAN-NBHMM2NZ	0.1	891	500	441
H3K27ac	macs2	500k	6	500	SPAN-NBHMM2NZ	0.05	644	499	443
H3K27ac	macs2	500k	6	500	SPAN-NBHMM2NZ	0.01	526	497	456
H3K27ac	macs2	500k	6	500	SPAN-NBHMM2NZ	1e-05	481	491	480
H3K27ac	macs2	500k	6	500	SPAN-NBHMM2NZ	0.001	523	493	466
H3K27ac	macs2	500k	6	500	SPAN-NBHMM2NZ	0.0001	481	491	480
H3K27ac	macs2	500k	6	500	SPAN-NBHMM2NZ	1e-06	481	491	480
H3K27ac	macs2	500k	6	500	SPAN-NBHMM3NZ	0.1	509	500	484
H3K27ac	macs2	500k	6	500	SPAN-NBHMM3NZ	0.05	493	500	488
H3K27ac	macs2	500k	6	500	SPAN-NBHMM3NZ	0.01	488	498	488
H3K27ac	macs2	500k	6	500	SPAN-NBHMM3NZ	0.001	487	495	487
H3K27ac	macs2	500k	6	500	SPAN-NBHMM3NZ	0.0001	487	493	487
H3K27ac	macs2	500k	6	500	SPAN-NBHMM3NZ	1e-05	486	492	486
H3K27ac	macs2	500k	6	500	SPAN-NBHMM3NZ	1e-06	485	490	485
H3K27ac	macs2	500k	6	500	SPAN-Islands	0.1	490	498	490
H3K27ac	macs2	500k	6	500	SPAN-Islands	0.05	490	498	490
H3K27ac	macs2	500k	6	500	SPAN-Islands	0.01	489	497	489
H3K27ac	macs2	500k	6	500	SPAN-Islands	0.001	484	492	484
H3K27ac	macs2	500k	6	500	SPAN-Islands	0.0001	482	490	482
H3K27ac	macs2	500k	6	500	SPAN-Islands	1e-05	480	488	480
H3K27ac	macs2	500k	6	500	SPAN-Islands	1e-06	479	487	479
H3K27ac	macs2	500k	7	500	Macs2	0.1	1028	483	687
H3K27ac	macs2	500k	7	500	Macs2	0.05	702	481	691
H3K27ac	macs2	500k	7	500	Macs2	0.01	698	477	698
H3K27ac	macs2	500k	7	500	Macs2	1e-3	662	469	662
H3K27ac	macs2	500k	7	500	Macs2	1e-4	618	450	618
H3K27ac	macs2	500k	7	500	Macs2	1e-5	559	431	559
H3K27ac	macs2	500k	7	500	Macs2	1e-6	477	389	477
H3K27ac	macs2	500k	7	500	Macs2Broad	0.1	974	486	507
H3K27ac	macs2	500k	7	500	Macs2Broad	0.05	556	485	511
H3K27ac	macs2	500k	7	500	Macs2Broad	0.01	511	482	508
H3K27ac	macs2	500k	7	500	Macs2Broad	1e-3	503	475	503
H3K27ac	macs2	500k	7	500	Macs2Broad	1e-4	491	466	491
H3K27ac	macs2	500k	7	500	Macs2Broad	1e-5	472	448	472
H3K27ac	macs2	500k	7	500	Macs2Broad	1e-6	456	432	456
H3K27ac	macs2	500k	7	500	SPAN-GAP5	1E-6	489	496	489
H3K27ac	macs2	500k	7	500	SPAN-GAP5	0.1	497	498	483
H3K27ac	macs2	500k	7	500	SPAN-GAP5	0.05	496	498	486
H3K27ac	macs2	500k	7	500	SPAN-GAP5	0.01	489	498	489
H3K27ac	macs2	500k	7	500	SPAN-GAP5	0.001	490	498	490
H3K27ac	macs2	500k	7	500	SPAN-GAP5	0.0001	489	497	489
H3K27ac	macs2	500k	7	500	SPAN-GAP5	1e-05	490	497	490
H3K27ac	macs2	500k	7	500	SPAN-GAP5	1e-06	489	496	489
H3K27ac	macs2	500k	7	500	SPAN-NBHMM2NZ	0.1	1027	498	435
H3K27ac	macs2	500k	7	500	SPAN-NBHMM2NZ	0.05	675	497	443
H3K27ac	macs2	500k	7	500	SPAN-NBHMM2NZ	0.01	555	497	455
H3K27ac	macs2	500k	7	500	SPAN-NBHMM2NZ	1e-05	484	492	483
H3K27ac	macs2	500k	7	500	SPAN-NBHMM2NZ	0.001	522	496	461
H3K27ac	macs2	500k	7	500	SPAN-NBHMM2NZ	0.0001	900	494	478
H3K27ac	macs2	500k	7	500	SPAN-NBHMM2NZ	1e-06	484	492	483
H3K27ac	macs2	500k	7	500	SPAN-NBHMM3NZ	0.1	1008	498	435
H3K27ac	macs2	500k	7	500	SPAN-NBHMM3NZ	0.05	664	497	444
H3K27ac	macs2	500k	7	500	SPAN-NBHMM3NZ	0.01	549	496	454
H3K27ac	macs2	500k	7	500	SPAN-NBHMM3NZ	0.001	520	496	462
H3K27ac	macs2	500k	7	500	SPAN-NBHMM3NZ	0.0001	623	494	478
H3K27ac	macs2	500k	7	500	SPAN-NBHMM3NZ	1e-05	483	491	482
H3K27ac	macs2	500k	7	500	SPAN-NBHMM3NZ	1e-06	483	491	482
H3K27ac	macs2	500k	7	500	SPAN-Islands	0.1	490	498	490
H3K27ac	macs2	500k	7	500	SPAN-Islands	0.05	490	498	490
H3K27ac	macs2	500k	7	500	SPAN-Islands	0.01	490	498	490
H3K27ac	macs2	500k	7	500	SPAN-Islands	0.001	489	497	489
H3K27ac	macs2	500k	7	500	SPAN-Islands	0.0001	487	495	487
H3K27ac	macs2	500k	7	500	SPAN-Islands	1e-05	485	493	485
H3K27ac	macs2	500k	7	500	SPAN-Islands	1e-06	481	489	481
H3K27ac	macs2	500k	8	500	Macs2	0.1	1006	486	698
H3K27ac	macs2	500k	8	500	Macs2	0.05	696	482	684
H3K27ac	macs2	500k	8	500	Macs2	0.01	672	468	672
H3K27ac	macs2	500k	8	500	Macs2	1e-3	653	451	653
H3K27ac	macs2	500k	8	500	Macs2	1e-4	615	424	615
H3K27ac	macs2	500k	8	500	Macs2	1e-5	556	395	556
H3K27ac	macs2	500k	8	500	Macs2	1e-6	466	346	466
H3K27ac	macs2	500k	8	500	Macs2Broad	0.1	959	488	528
H3K27ac	macs2	500k	8	500	Macs2Broad	0.05	552	487	523
H3K27ac	macs2	500k	8	500	Macs2Broad	0.01	515	481	515
H3K27ac	macs2	500k	8	500	Macs2Broad	1e-3	495	466	495
H3K27ac	macs2	500k	8	500	Macs2Broad	1e-4	471	447	471
H3K27ac	macs2	500k	8	500	Macs2Broad	1e-5	443	424	443
H3K27ac	macs2	500k	8	500	Macs2Broad	1e-6	409	395	409
H3K27ac	macs2	500k	8	500	SPAN-GAP5	1E-6	487	492	487
H3K27ac	macs2	500k	8	500	SPAN-GAP5	0.1	569	499	480
H3K27ac	macs2	500k	8	500	SPAN-GAP5	0.05	487	497	481
H3K27ac	macs2	500k	8	500	SPAN-GAP5	0.01	487	496	486
H3K27ac	macs2	500k	8	500	SPAN-GAP5	0.001	486	495	486
H3K27ac	macs2	500k	8	500	SPAN-GAP5	0.0001	486	492	486
H3K27ac	macs2	500k	8	500	SPAN-GAP5	1e-06	487	492	487
H3K27ac	macs2	500k	8	500	SPAN-GAP5	1e-05	487	492	487
H3K27ac	macs2	500k	8	500	SPAN-NBHMM2NZ	0.1	833	496	432
H3K27ac	macs2	500k	8	500	SPAN-NBHMM2NZ	0.05	610	495	439
H3K27ac	macs2	500k	8	500	SPAN-NBHMM2NZ	0.01	512	493	450
H3K27ac	macs2	500k	8	500	SPAN-NBHMM2NZ	0.001	500	493	462
H3K27ac	macs2	500k	8	500	SPAN-NBHMM2NZ	0.0001	476	490	475
H3K27ac	macs2	500k	8	500	SPAN-NBHMM2NZ	1e-05	476	490	475
H3K27ac	macs2	500k	8	500	SPAN-NBHMM2NZ	1e-06	476	490	475
H3K27ac	macs2	500k	8	500	SPAN-NBHMM3NZ	0.1	494	499	479
H3K27ac	macs2	500k	8	500	SPAN-NBHMM3NZ	0.05	485	497	481
H3K27ac	macs2	500k	8	500	SPAN-NBHMM3NZ	0.01	486	496	486
H3K27ac	macs2	500k	8	500	SPAN-NBHMM3NZ	0.001	485	494	485
H3K27ac	macs2	500k	8	500	SPAN-NBHMM3NZ	0.0001	486	492	486
H3K27ac	macs2	500k	8	500	SPAN-NBHMM3NZ	1e-06	485	489	485
H3K27ac	macs2	500k	8	500	SPAN-NBHMM3NZ	1e-05	486	491	486
H3K27ac	macs2	500k	8	500	SPAN-Islands	0.1	486	495	486
H3K27ac	macs2	500k	8	500	SPAN-Islands	0.05	486	495	486
H3K27ac	macs2	500k	8	500	SPAN-Islands	0.01	486	495	486
H3K27ac	macs2	500k	8	500	SPAN-Islands	0.001	482	491	482
H3K27ac	macs2	500k	8	500	SPAN-Islands	0.0001	481	490	481
H3K27ac	macs2	500k	8	500	SPAN-Islands	1e-05	478	487	478
H3K27ac	macs2	500k	8	500	SPAN-Islands	1e-06	470	479	470
H3K27ac	macs2	500k	9	500	Macs2	0.1	1027	483	717
H3K27ac	macs2	500k	9	500	Macs2	0.05	706	478	703
H3K27ac	macs2	500k	9	500	Macs2	0.01	656	469	656
H3K27ac	macs2	500k	9	500	Macs2	1e-3	614	445	614
H3K27ac	macs2	500k	9	500	Macs2	1e-4	547	417	547
H3K27ac	macs2	500k	9	500	Macs2	1e-5	512	397	512
H3K27ac	macs2	500k	9	500	Macs2	1e-6	442	354	442
H3K27ac	macs2	500k	9	500	Macs2Broad	0.1	926	485	523
H3K27ac	macs2	500k	9	500	Macs2Broad	0.05	535	481	521
H3K27ac	macs2	500k	9	500	Macs2Broad	0.01	526	479	526
H3K27ac	macs2	500k	9	500	Macs2Broad	1e-3	508	466	508
H3K27ac	macs2	500k	9	500	Macs2Broad	1e-4	481	447	481
H3K27ac	macs2	500k	9	500	Macs2Broad	1e-5	461	430	461
H3K27ac	macs2	500k	9	500	Macs2Broad	1e-6	416	397	416
H3K27ac	macs2	500k	9	500	SPAN-GAP5	1E-6	488	494	488
H3K27ac	macs2	500k	9	500	SPAN-GAP5	0.1	565	499	482
H3K27ac	macs2	500k	9	500	SPAN-GAP5	0.05	490	499	485
H3K27ac	macs2	500k	9	500	SPAN-GAP5	0.01	487	498	487
H3K27ac	macs2	500k	9	500	SPAN-GAP5	0.001	488	497	488
H3K27ac	macs2	500k	9	500	SPAN-GAP5	0.0001	491	497	491
H3K27ac	macs2	500k	9	500	SPAN-GAP5	1e-06	488	494	488
H3K27ac	macs2	500k	9	500	SPAN-GAP5	1e-05	490	496	490
H3K27ac	macs2	500k	9	500	SPAN-NBHMM2NZ	0.1	844	498	432
H3K27ac	macs2	500k	9	500	SPAN-NBHMM2NZ	0.05	607	498	439
H3K27ac	macs2	500k	9	500	SPAN-NBHMM2NZ	0.01	513	498	447
H3K27ac	macs2	500k	9	500	SPAN-NBHMM2NZ	0.001	508	497	456
H3K27ac	macs2	500k	9	500	SPAN-NBHMM2NZ	0.0001	478	492	477
H3K27ac	macs2	500k	9	500	SPAN-NBHMM2NZ	1e-05	478	492	477
H3K27ac	macs2	500k	9	500	SPAN-NBHMM2NZ	1e-06	480	492	479
H3K27ac	macs2	500k	9	500	SPAN-NBHMM3NZ	0.1	494	499	482
H3K27ac	macs2	500k	9	500	SPAN-NBHMM3NZ	0.05	489	498	485
H3K27ac	macs2	500k	9	500	SPAN-NBHMM3NZ	0.01	488	498	488
H3K27ac	macs2	500k	9	500	SPAN-NBHMM3NZ	0.001	488	497	488
H3K27ac	macs2	500k	9	500	SPAN-NBHMM3NZ	0.0001	490	496	490
H3K27ac	macs2	500k	9	500	SPAN-NBHMM3NZ	1e-05	489	495	489
H3K27ac	macs2	500k	9	500	SPAN-NBHMM3NZ	1e-06	487	493	487
H3K27ac	macs2	500k	9	500	SPAN-Islands	0.1	488	497	488
H3K27ac	macs2	500k	9	500	SPAN-Islands	0.05	488	497	488
H3K27ac	macs2	500k	9	500	SPAN-Islands	0.01	488	497	488
H3K27ac	macs2	500k	9	500	SPAN-Islands	0.001	485	494	485
H3K27ac	macs2	500k	9	500	SPAN-Islands	0.0001	485	494	485
H3K27ac	macs2	500k	9	500	SPAN-Islands	1e-05	481	490	481
H3K27ac	macs2	500k	9	500	SPAN-Islands	1e-06	478	487	478
H3K27ac	macs2	500k	10	500	Macs2	0.1	974	479	679
H3K27ac	macs2	500k	10	500	Macs2	0.05	695	475	684
H3K27ac	macs2	500k	10	500	Macs2	0.01	660	466	659
H3K27ac	macs2	500k	10	500	Macs2	1e-3	619	450	619
H3K27ac	macs2	500k	10	500	Macs2	1e-4	574	430	574
H3K27ac	macs2	500k	10	500	Macs2	1e-5	507	397	507
H3K27ac	macs2	500k	10	500	Macs2	1e-6	445	355	445
H3K27ac	macs2	500k	10	500	Macs2Broad	0.1	910	484	524
H3K27ac	macs2	500k	10	500	Macs2Broad	0.05	545	481	520
H3K27ac	macs2	500k	10	500	Macs2Broad	0.01	517	476	516
H3K27ac	macs2	500k	10	500	Macs2Broad	1e-3	504	465	504
H3K27ac	macs2	500k	10	500	Macs2Broad	1e-4	479	449	479
H3K27ac	macs2	500k	10	500	Macs2Broad	1e-5	446	427	446
H3K27ac	macs2	500k	10	500	Macs2Broad	1e-6	415	399	415
H3K27ac	macs2	500k	10	500	SPAN-GAP5	1E-6	483	495	483
H3K27ac	macs2	500k	10	500	SPAN-GAP5	0.1	561	498	470
H3K27ac	macs2	500k	10	500	SPAN-GAP5	0.05	476	498	473
H3K27ac	macs2	500k	10	500	SPAN-GAP5	0.01	480	497	480
H3K27ac	macs2	500k	10	500	SPAN-GAP5	0.001	481	497	481
H3K27ac	macs2	500k	10	500	SPAN-GAP5	0.0001	481	496	481
H3K27ac	macs2	500k	10	500	SPAN-GAP5	1e-05	482	495	482
H3K27ac	macs2	500k	10	500	SPAN-GAP5	1e-06	483	495	483
H3K27ac	macs2	500k	10	500	SPAN-NBHMM2NZ	0.1	878	499	424
H3K27ac	macs2	500k	10	500	SPAN-NBHMM2NZ	0.05	621	499	434
H3K27ac	macs2	500k	10	500	SPAN-NBHMM2NZ	0.01	512	497	441
H3K27ac	macs2	500k	10	500	SPAN-NBHMM2NZ	0.001	505	497	450
H3K27ac	macs2	500k	10	500	SPAN-NBHMM2NZ	1e-05	477	493	476
H3K27ac	macs2	500k	10	500	SPAN-NBHMM2NZ	0.0001	797	494	477
H3K27ac	macs2	500k	10	500	SPAN-NBHMM2NZ	1e-06	477	493	476
H3K27ac	macs2	500k	10	500	SPAN-NBHMM3NZ	0.1	477	498	469
H3K27ac	macs2	500k	10	500	SPAN-NBHMM3NZ	0.05	474	497	472
H3K27ac	macs2	500k	10	500	SPAN-NBHMM3NZ	0.01	480	497	480
H3K27ac	macs2	500k	10	500	SPAN-NBHMM3NZ	0.001	481	497	481
H3K27ac	macs2	500k	10	500	SPAN-NBHMM3NZ	0.0001	482	496	482
H3K27ac	macs2	500k	10	500	SPAN-NBHMM3NZ	1e-06	486	495	486
H3K27ac	macs2	500k	10	500	SPAN-NBHMM3NZ	1e-05	483	495	483
H3K27ac	macs2	500k	10	500	SPAN-Islands	0.1	481	497	481
H3K27ac	macs2	500k	10	500	SPAN-Islands	0.05	481	497	481
H3K27ac	macs2	500k	10	500	SPAN-Islands	0.01	481	497	481
H3K27ac	macs2	500k	10	500	SPAN-Islands	0.0001	480	496	480
H3K27ac	macs2	500k	10	500	SPAN-Islands	0.001	481	497	481
H3K27ac	macs2	500k	10	500	SPAN-Islands	1e-05	478	494	478
H3K27ac	macs2	500k	10	500	SPAN-Islands	1e-06	474	490	474
H3K27ac	macs2	1mln	1	500	Macs2	0.1	1814	484	704
H3K27ac	macs2	1mln	1	500	Macs2	0.05	870	482	709
H3K27ac	macs2	1mln	1	500	Macs2	0.01	718	478	708
H3K27ac	macs2	1mln	1	500	Macs2	1e-3	673	467	673
H3K27ac	macs2	1mln	1	500	Macs2	1e-4	656	455	656
H3K27ac	macs2	1mln	1	500	Macs2	1e-5	606	439	606
H3K27ac	macs2	1mln	1	500	Macs2	1e-6	572	423	572
H3K27ac	macs2	1mln	1	500	Macs2Broad	0.1	2399	485	534
H3K27ac	macs2	1mln	1	500	Macs2Broad	0.05	923	483	535
H3K27ac	macs2	1mln	1	500	Macs2Broad	0.01	563	481	530
H3K27ac	macs2	1mln	1	500	Macs2Broad	1e-3	521	476	521
H3K27ac	macs2	1mln	1	500	Macs2Broad	1e-4	510	466	510
H3K27ac	macs2	1mln	1	500	Macs2Broad	1e-5	499	458	499
H3K27ac	macs2	1mln	1	500	Macs2Broad	1e-6	479	439	479
H3K27ac	macs2	1mln	1	500	SPAN-GAP5	1E-6	482	496	482
H3K27ac	macs2	1mln	1	500	SPAN-GAP5	0.1	548	500	476
H3K27ac	macs2	1mln	1	500	SPAN-GAP5	0.05	489	500	480
H3K27ac	macs2	1mln	1	500	SPAN-GAP5	0.01	481	499	481
H3K27ac	macs2	1mln	1	500	SPAN-GAP5	0.001	480	498	480
H3K27ac	macs2	1mln	1	500	SPAN-GAP5	0.0001	482	498	482
H3K27ac	macs2	1mln	1	500	SPAN-GAP5	1e-05	484	498	484
H3K27ac	macs2	1mln	1	500	SPAN-GAP5	1e-06	482	496	482
H3K27ac	macs2	1mln	1	500	SPAN-NBHMM2NZ	0.1	1267	499	442
H3K27ac	macs2	1mln	1	500	SPAN-NBHMM2NZ	0.05	844	498	453
H3K27ac	macs2	1mln	1	500	SPAN-NBHMM2NZ	0.01	615	498	458
H3K27ac	macs2	1mln	1	500	SPAN-NBHMM2NZ	1e-05	479	493	478
H3K27ac	macs2	1mln	1	500	SPAN-NBHMM2NZ	0.001	560	496	460
H3K27ac	macs2	1mln	1	500	SPAN-NBHMM2NZ	0.0001	637	495	474
H3K27ac	macs2	1mln	1	500	SPAN-NBHMM2NZ	1e-06	479	493	478
H3K27ac	macs2	1mln	1	500	SPAN-NBHMM3NZ	0.1	1007	499	437
H3K27ac	macs2	1mln	1	500	SPAN-NBHMM3NZ	0.05	637	499	443
H3K27ac	macs2	1mln	1	500	SPAN-NBHMM3NZ	0.01	517	498	458
H3K27ac	macs2	1mln	1	500	SPAN-NBHMM3NZ	0.0001	566	495	470
H3K27ac	macs2	1mln	1	500	SPAN-NBHMM3NZ	0.001	506	496	460
H3K27ac	macs2	1mln	1	500	SPAN-NBHMM3NZ	1e-05	478	491	477
H3K27ac	macs2	1mln	1	500	SPAN-NBHMM3NZ	1e-06	478	491	477
H3K27ac	macs2	1mln	1	500	SPAN-Islands	0.1	480	498	480
H3K27ac	macs2	1mln	1	500	SPAN-Islands	0.05	480	498	480
H3K27ac	macs2	1mln	1	500	SPAN-Islands	0.01	480	498	480
H3K27ac	macs2	1mln	1	500	SPAN-Islands	0.001	478	496	478
H3K27ac	macs2	1mln	1	500	SPAN-Islands	0.0001	477	495	477
H3K27ac	macs2	1mln	1	500	SPAN-Islands	1e-05	475	493	475
H3K27ac	macs2	1mln	1	500	SPAN-Islands	1e-06	474	492	474
H3K27ac	macs2	1mln	2	500	Macs2	0.1	1930	482	705
H3K27ac	macs2	1mln	2	500	Macs2	0.05	928	480	698
H3K27ac	macs2	1mln	2	500	Macs2	0.01	710	476	697
H3K27ac	macs2	1mln	2	500	Macs2	1e-3	683	471	682
H3K27ac	macs2	1mln	2	500	Macs2	1e-4	650	461	650
H3K27ac	macs2	1mln	2	500	Macs2	1e-5	635	449	635
H3K27ac	macs2	1mln	2	500	Macs2	1e-6	602	437	602
H3K27ac	macs2	1mln	2	500	Macs2Broad	0.1	2624	485	528
H3K27ac	macs2	1mln	2	500	Macs2Broad	0.05	1053	482	523
H3K27ac	macs2	1mln	2	500	Macs2Broad	0.01	553	478	521
H3K27ac	macs2	1mln	2	500	Macs2Broad	1e-3	520	475	518
H3K27ac	macs2	1mln	2	500	Macs2Broad	1e-4	511	470	511
H3K27ac	macs2	1mln	2	500	Macs2Broad	1e-5	502	461	502
H3K27ac	macs2	1mln	2	500	Macs2Broad	1e-6	483	448	483
H3K27ac	macs2	1mln	2	500	SPAN-GAP5	1E-6	488	496	488
H3K27ac	macs2	1mln	2	500	SPAN-GAP5	0.05	492	499	480
H3K27ac	macs2	1mln	2	500	SPAN-GAP5	0.1	534	499	475
H3K27ac	macs2	1mln	2	500	SPAN-GAP5	0.01	486	499	486
H3K27ac	macs2	1mln	2	500	SPAN-GAP5	0.001	487	497	487
H3K27ac	macs2	1mln	2	500	SPAN-GAP5	0.0001	488	497	488
H3K27ac	macs2	1mln	2	500	SPAN-GAP5	1e-06	488	496	488
H3K27ac	macs2	1mln	2	500	SPAN-GAP5	1e-05	488	496	488
H3K27ac	macs2	1mln	2	500	SPAN-NBHMM2NZ	0.1	1293	498	446
H3K27ac	macs2	1mln	2	500	SPAN-NBHMM2NZ	0.05	867	498	451
H3K27ac	macs2	1mln	2	500	SPAN-NBHMM2NZ	0.01	629	498	459
H3K27ac	macs2	1mln	2	500	SPAN-NBHMM2NZ	1e-05	482	491	481
H3K27ac	macs2	1mln	2	500	SPAN-NBHMM2NZ	0.001	573	498	470
H3K27ac	macs2	1mln	2	500	SPAN-NBHMM2NZ	0.0001	646	495	478
H3K27ac	macs2	1mln	2	500	SPAN-NBHMM2NZ	1e-06	482	491	481
H3K27ac	macs2	1mln	2	500	SPAN-NBHMM3NZ	0.1	1007	498	442
H3K27ac	macs2	1mln	2	500	SPAN-NBHMM3NZ	0.05	646	498	448
H3K27ac	macs2	1mln	2	500	SPAN-NBHMM3NZ	0.01	517	498	456
H3K27ac	macs2	1mln	2	500	SPAN-NBHMM3NZ	0.001	514	498	466
H3K27ac	macs2	1mln	2	500	SPAN-NBHMM3NZ	0.0001	589	494	475
H3K27ac	macs2	1mln	2	500	SPAN-NBHMM3NZ	1e-05	483	491	482
H3K27ac	macs2	1mln	2	500	SPAN-NBHMM3NZ	1e-06	483	491	482
H3K27ac	macs2	1mln	2	500	SPAN-Islands	0.1	487	497	487
H3K27ac	macs2	1mln	2	500	SPAN-Islands	0.05	487	497	487
H3K27ac	macs2	1mln	2	500	SPAN-Islands	0.01	487	497	487
H3K27ac	macs2	1mln	2	500	SPAN-Islands	0.001	487	497	487
H3K27ac	macs2	1mln	2	500	SPAN-Islands	0.0001	486	496	486
H3K27ac	macs2	1mln	2	500	SPAN-Islands	1e-05	483	493	483
H3K27ac	macs2	1mln	2	500	SPAN-Islands	1e-06	480	490	480
H3K27ac	macs2	1mln	3	500	Macs2	0.1	1982	486	719
H3K27ac	macs2	1mln	3	500	Macs2	0.05	949	486	719
H3K27ac	macs2	1mln	3	500	Macs2	0.01	717	483	703
H3K27ac	macs2	1mln	3	500	Macs2	1e-3	694	471	693
H3K27ac	macs2	1mln	3	500	Macs2	1e-4	681	461	681
H3K27ac	macs2	1mln	3	500	Macs2	1e-5	654	453	654
H3K27ac	macs2	1mln	3	500	Macs2	1e-6	618	441	618
H3K27ac	macs2	1mln	3	500	Macs2Broad	0.1	2698	487	532
H3K27ac	macs2	1mln	3	500	Macs2Broad	0.05	1052	486	527
H3K27ac	macs2	1mln	3	500	Macs2Broad	0.01	567	485	524
H3K27ac	macs2	1mln	3	500	Macs2Broad	1e-3	523	479	519
H3K27ac	macs2	1mln	3	500	Macs2Broad	1e-4	509	475	509
H3K27ac	macs2	1mln	3	500	Macs2Broad	1e-5	502	466	502
H3K27ac	macs2	1mln	3	500	Macs2Broad	1e-6	485	453	485
H3K27ac	macs2	1mln	3	500	SPAN-GAP5	1E-6	485	492	484
H3K27ac	macs2	1mln	3	500	SPAN-GAP5	0.1	501	496	473
H3K27ac	macs2	1mln	3	500	SPAN-GAP5	0.05	488	496	478
H3K27ac	macs2	1mln	3	500	SPAN-GAP5	0.01	482	496	482
H3K27ac	macs2	1mln	3	500	SPAN-GAP5	0.001	483	495	483
H3K27ac	macs2	1mln	3	500	SPAN-GAP5	0.0001	483	494	483
H3K27ac	macs2	1mln	3	500	SPAN-GAP5	1e-05	482	492	481
H3K27ac	macs2	1mln	3	500	SPAN-GAP5	1e-06	485	492	484
H3K27ac	macs2	1mln	3	500	SPAN-NBHMM2NZ	0.1	1339	495	448
H3K27ac	macs2	1mln	3	500	SPAN-NBHMM2NZ	0.05	901	495	454
H3K27ac	macs2	1mln	3	500	SPAN-NBHMM2NZ	0.01	633	495	460
H3K27ac	macs2	1mln	3	500	SPAN-NBHMM2NZ	0.001	591	495	470
H3K27ac	macs2	1mln	3	500	SPAN-NBHMM2NZ	1e-05	478	486	477
H3K27ac	macs2	1mln	3	500	SPAN-NBHMM2NZ	0.0001	650	491	471
H3K27ac	macs2	1mln	3	500	SPAN-NBHMM2NZ	1e-06	478	486	477
H3K27ac	macs2	1mln	3	500	SPAN-NBHMM3NZ	0.1	1013	495	443
H3K27ac	macs2	1mln	3	500	SPAN-NBHMM3NZ	0.05	631	495	447
H3K27ac	macs2	1mln	3	500	SPAN-NBHMM3NZ	0.01	518	495	459
H3K27ac	macs2	1mln	3	500	SPAN-NBHMM3NZ	0.001	507	495	466
H3K27ac	macs2	1mln	3	500	SPAN-NBHMM3NZ	0.0001	577	491	470
H3K27ac	macs2	1mln	3	500	SPAN-NBHMM3NZ	1e-05	478	485	477
H3K27ac	macs2	1mln	3	500	SPAN-NBHMM3NZ	1e-06	478	485	477
H3K27ac	macs2	1mln	3	500	SPAN-Islands	0.1	483	495	483
H3K27ac	macs2	1mln	3	500	SPAN-Islands	0.01	483	495	483
H3K27ac	macs2	1mln	3	500	SPAN-Islands	0.05	483	495	483
H3K27ac	macs2	1mln	3	500	SPAN-Islands	0.001	481	493	481
H3K27ac	macs2	1mln	3	500	SPAN-Islands	0.0001	480	492	480
H3K27ac	macs2	1mln	3	500	SPAN-Islands	1e-05	478	490	478
H3K27ac	macs2	1mln	3	500	SPAN-Islands	1e-06	474	486	474
H3K27ac	macs2	1mln	4	500	Macs2	0.1	1991	486	737
H3K27ac	macs2	1mln	4	500	Macs2	0.05	953	485	754
H3K27ac	macs2	1mln	4	500	Macs2	0.01	738	483	724
H3K27ac	macs2	1mln	4	500	Macs2	1e-3	697	475	697
H3K27ac	macs2	1mln	4	500	Macs2	1e-4	693	464	693
H3K27ac	macs2	1mln	4	500	Macs2	1e-5	669	451	669
H3K27ac	macs2	1mln	4	500	Macs2	1e-6	619	434	619
H3K27ac	macs2	1mln	4	500	Macs2Broad	0.1	2650	488	530
H3K27ac	macs2	1mln	4	500	Macs2Broad	0.05	1042	488	532
H3K27ac	macs2	1mln	4	500	Macs2Broad	0.01	569	486	537
H3K27ac	macs2	1mln	4	500	Macs2Broad	1e-3	528	480	528
H3K27ac	macs2	1mln	4	500	Macs2Broad	1e-4	517	476	517
H3K27ac	macs2	1mln	4	500	Macs2Broad	1e-5	504	465	504
H3K27ac	macs2	1mln	4	500	Macs2Broad	1e-6	491	454	491
H3K27ac	macs2	1mln	4	500	SPAN-GAP5	1E-6	490	497	490
H3K27ac	macs2	1mln	4	500	SPAN-GAP5	0.1	494	498	472
H3K27ac	macs2	1mln	4	500	SPAN-GAP5	0.05	484	498	474
H3K27ac	macs2	1mln	4	500	SPAN-GAP5	0.01	482	498	482
H3K27ac	macs2	1mln	4	500	SPAN-GAP5	0.001	485	497	485
H3K27ac	macs2	1mln	4	500	SPAN-GAP5	0.0001	488	497	488
H3K27ac	macs2	1mln	4	500	SPAN-GAP5	1e-05	489	497	489
H3K27ac	macs2	1mln	4	500	SPAN-GAP5	1e-06	490	497	490
H3K27ac	macs2	1mln	4	500	SPAN-NBHMM2NZ	0.1	1337	498	451
