Modification	PeaksSource	Library	I	TruePeaks	Tool	Fdr	Peaks	Precision	Recall
H3K27ac	encode	500k	1	500	Macs2	0.1	1474	474	481
H3K27ac	encode	500k	1	500	Macs2	0.05	867	470	479
H3K27ac	encode	500k	1	500	Macs2	0.01	494	468	487
H3K27ac	encode	500k	1	500	Macs2	1e-3	476	462	476
H3K27ac	encode	500k	1	500	Macs2	1e-4	468	452	468
H3K27ac	encode	500k	1	500	Macs2	1e-5	463	444	463
H3K27ac	encode	500k	1	500	Macs2	1e-6	451	433	451
H3K27ac	encode	500k	1	500	Macs2Broad	0.1	2053	478	451
H3K27ac	encode	500k	1	500	Macs2Broad	0.05	987	474	448
H3K27ac	encode	500k	1	500	Macs2Broad	0.01	462	471	447
H3K27ac	encode	500k	1	500	Macs2Broad	1e-3	444	467	444
H3K27ac	encode	500k	1	500	Macs2Broad	1e-4	440	459	440
H3K27ac	encode	500k	1	500	Macs2Broad	1e-5	432	451	432
H3K27ac	encode	500k	1	500	Macs2Broad	1e-6	427	445	427
H3K27ac	encode	500k	1	500	SPAN-GAP5	1E-6	435	469	435
H3K27ac	encode	500k	1	500	SPAN-GAP5	0.1	451	486	451
H3K27ac	encode	500k	1	500	SPAN-GAP5	0.05	450	485	450
H3K27ac	encode	500k	1	500	SPAN-GAP5	0.01	451	485	451
H3K27ac	encode	500k	1	500	SPAN-GAP5	0.001	449	483	449
H3K27ac	encode	500k	1	500	SPAN-GAP5	0.0001	447	481	447
H3K27ac	encode	500k	1	500	SPAN-GAP5	1e-05	442	476	442
H3K27ac	encode	500k	1	500	SPAN-GAP5	1e-06	435	469	435
H3K27ac	encode	500k	1	500	SPAN-NBHMM2NZ	0.1	1102	498	420
H3K27ac	encode	500k	1	500	SPAN-NBHMM2NZ	0.05	734	495	425
H3K27ac	encode	500k	1	500	SPAN-NBHMM2NZ	0.01	562	487	422
H3K27ac	encode	500k	1	500	SPAN-NBHMM2NZ	0.001	540	478	429
H3K27ac	encode	500k	1	500	SPAN-NBHMM2NZ	0.0001	866	455	416
H3K27ac	encode	500k	1	500	SPAN-NBHMM2NZ	1e-05	405	434	404
H3K27ac	encode	500k	1	500	SPAN-NBHMM2NZ	1e-06	403	432	402
H3K27ac	encode	500k	1	500	SPAN-NBHMM3NZ	0.1	986	500	420
H3K27ac	encode	500k	1	500	SPAN-NBHMM3NZ	0.05	653	499	426
H3K27ac	encode	500k	1	500	SPAN-NBHMM3NZ	0.01	511	496	430
H3K27ac	encode	500k	1	500	SPAN-NBHMM3NZ	0.001	510	490	437
H3K27ac	encode	500k	1	500	SPAN-NBHMM3NZ	0.0001	587	476	436
H3K27ac	encode	500k	1	500	SPAN-NBHMM3NZ	1e-05	416	447	415
H3K27ac	encode	500k	1	500	SPAN-NBHMM3NZ	1e-06	416	447	415
H3K27ac	encode	500k	1	500	SPAN-Islands	0.1	450	484	450
H3K27ac	encode	500k	1	500	SPAN-Islands	0.05	450	484	450
H3K27ac	encode	500k	1	500	SPAN-Islands	0.01	450	484	450
H3K27ac	encode	500k	1	500	SPAN-Islands	0.001	446	480	446
H3K27ac	encode	500k	1	500	SPAN-Islands	1e-06	388	420	388
H3K27ac	encode	500k	1	500	SPAN-Islands	0.0001	433	466	433
H3K27ac	encode	500k	1	500	SPAN-Islands	1e-05	411	443	411
H3K27ac	encode	500k	2	500	Macs2	0.1	1420	480	487
H3K27ac	encode	500k	2	500	Macs2	0.05	874	476	483
H3K27ac	encode	500k	2	500	Macs2	0.01	486	471	480
H3K27ac	encode	500k	2	500	Macs2	1e-3	480	469	480
H3K27ac	encode	500k	2	500	Macs2	1e-4	478	465	478
H3K27ac	encode	500k	2	500	Macs2	1e-5	474	458	474
H3K27ac	encode	500k	2	500	Macs2	1e-6	465	444	465
H3K27ac	encode	500k	2	500	Macs2Broad	0.1	2019	481	458
H3K27ac	encode	500k	2	500	Macs2Broad	0.05	1005	479	457
H3K27ac	encode	500k	2	500	Macs2Broad	0.01	471	474	456
H3K27ac	encode	500k	2	500	Macs2Broad	1e-3	456	471	455
H3K27ac	encode	500k	2	500	Macs2Broad	1e-4	451	467	451
H3K27ac	encode	500k	2	500	Macs2Broad	1e-5	446	460	446
H3K27ac	encode	500k	2	500	Macs2Broad	1e-6	434	448	434
H3K27ac	encode	500k	2	500	SPAN-GAP5	1E-6	445	472	445
H3K27ac	encode	500k	2	500	SPAN-GAP5	0.1	457	485	454
H3K27ac	encode	500k	2	500	SPAN-GAP5	0.05	455	485	454
H3K27ac	encode	500k	2	500	SPAN-GAP5	0.01	454	485	454
H3K27ac	encode	500k	2	500	SPAN-GAP5	0.0001	452	480	452
H3K27ac	encode	500k	2	500	SPAN-GAP5	0.001	454	484	454
H3K27ac	encode	500k	2	500	SPAN-GAP5	1e-05	449	476	449
H3K27ac	encode	500k	2	500	SPAN-GAP5	1e-06	445	472	445
H3K27ac	encode	500k	2	500	SPAN-NBHMM2NZ	0.1	1103	498	423
H3K27ac	encode	500k	2	500	SPAN-NBHMM2NZ	0.05	755	494	430
H3K27ac	encode	500k	2	500	SPAN-NBHMM2NZ	0.01	577	488	431
H3K27ac	encode	500k	2	500	SPAN-NBHMM2NZ	0.001	558	482	432
H3K27ac	encode	500k	2	500	SPAN-NBHMM2NZ	0.0001	850	453	420
H3K27ac	encode	500k	2	500	SPAN-NBHMM2NZ	1e-05	411	437	410
H3K27ac	encode	500k	2	500	SPAN-NBHMM2NZ	1e-06	409	434	408
H3K27ac	encode	500k	2	500	SPAN-NBHMM3NZ	0.1	994	500	421
H3K27ac	encode	500k	2	500	SPAN-NBHMM3NZ	0.05	677	499	433
H3K27ac	encode	500k	2	500	SPAN-NBHMM3NZ	0.01	538	497	438
H3K27ac	encode	500k	2	500	SPAN-NBHMM3NZ	0.001	519	491	441
H3K27ac	encode	500k	2	500	SPAN-NBHMM3NZ	1e-05	417	442	416
H3K27ac	encode	500k	2	500	SPAN-NBHMM3NZ	0.0001	586	477	438
H3K27ac	encode	500k	2	500	SPAN-NBHMM3NZ	1e-06	417	442	416
H3K27ac	encode	500k	2	500	SPAN-Islands	0.1	454	485	454
H3K27ac	encode	500k	2	500	SPAN-Islands	0.05	454	485	454
H3K27ac	encode	500k	2	500	SPAN-Islands	0.01	454	485	454
H3K27ac	encode	500k	2	500	SPAN-Islands	0.001	449	480	449
H3K27ac	encode	500k	2	500	SPAN-Islands	0.0001	437	466	437
H3K27ac	encode	500k	2	500	SPAN-Islands	1e-05	418	446	418
H3K27ac	encode	500k	2	500	SPAN-Islands	1e-06	390	418	390
H3K27ac	encode	500k	3	500	Macs2	0.1	1523	477	480
H3K27ac	encode	500k	3	500	Macs2	0.05	913	476	481
H3K27ac	encode	500k	3	500	Macs2	0.01	483	470	473
H3K27ac	encode	500k	3	500	Macs2	1e-3	465	463	464
H3K27ac	encode	500k	3	500	Macs2	1e-4	459	455	459
H3K27ac	encode	500k	3	500	Macs2	1e-5	452	448	452
H3K27ac	encode	500k	3	500	Macs2	1e-6	450	443	450
H3K27ac	encode	500k	3	500	Macs2Broad	0.1	2162	481	464
H3K27ac	encode	500k	3	500	Macs2Broad	0.05	1108	479	464
H3K27ac	encode	500k	3	500	Macs2Broad	0.01	481	475	459
H3K27ac	encode	500k	3	500	Macs2Broad	1e-3	456	468	454
H3K27ac	encode	500k	3	500	Macs2Broad	1e-4	449	464	449
H3K27ac	encode	500k	3	500	Macs2Broad	1e-5	442	453	442
H3K27ac	encode	500k	3	500	Macs2Broad	1e-6	438	447	438
H3K27ac	encode	500k	3	500	SPAN-GAP5	1E-6	451	475	451
H3K27ac	encode	500k	3	500	SPAN-GAP5	0.1	462	487	461
H3K27ac	encode	500k	3	500	SPAN-GAP5	0.05	462	487	462
H3K27ac	encode	500k	3	500	SPAN-GAP5	0.01	462	487	462
H3K27ac	encode	500k	3	500	SPAN-GAP5	0.001	459	483	459
H3K27ac	encode	500k	3	500	SPAN-GAP5	0.0001	458	482	458
H3K27ac	encode	500k	3	500	SPAN-GAP5	1e-05	453	477	453
H3K27ac	encode	500k	3	500	SPAN-GAP5	1e-06	451	475	451
H3K27ac	encode	500k	3	500	SPAN-NBHMM2NZ	0.1	1164	497	427
H3K27ac	encode	500k	3	500	SPAN-NBHMM2NZ	0.05	780	495	433
H3K27ac	encode	500k	3	500	SPAN-NBHMM2NZ	0.01	592	492	439
H3K27ac	encode	500k	3	500	SPAN-NBHMM2NZ	0.001	565	489	443
H3K27ac	encode	500k	3	500	SPAN-NBHMM2NZ	0.0001	900	474	444
H3K27ac	encode	500k	3	500	SPAN-NBHMM2NZ	1e-05	424	447	423
H3K27ac	encode	500k	3	500	SPAN-NBHMM2NZ	1e-06	421	444	420
H3K27ac	encode	500k	3	500	SPAN-NBHMM3NZ	0.1	1164	497	427
H3K27ac	encode	500k	3	500	SPAN-NBHMM3NZ	0.05	780	495	433
H3K27ac	encode	500k	3	500	SPAN-NBHMM3NZ	0.01	592	492	439
H3K27ac	encode	500k	3	500	SPAN-NBHMM3NZ	0.001	565	489	443
H3K27ac	encode	500k	3	500	SPAN-NBHMM3NZ	0.0001	901	474	444
H3K27ac	encode	500k	3	500	SPAN-NBHMM3NZ	1e-05	424	447	423
H3K27ac	encode	500k	3	500	SPAN-NBHMM3NZ	1e-06	421	444	420
H3K27ac	encode	500k	3	500	SPAN-Islands	0.1	460	485	460
H3K27ac	encode	500k	3	500	SPAN-Islands	0.05	460	485	460
H3K27ac	encode	500k	3	500	SPAN-Islands	0.01	460	485	460
H3K27ac	encode	500k	3	500	SPAN-Islands	0.001	456	481	456
H3K27ac	encode	500k	3	500	SPAN-Islands	0.0001	451	476	451
H3K27ac	encode	500k	3	500	SPAN-Islands	1e-05	430	454	430
H3K27ac	encode	500k	3	500	SPAN-Islands	1e-06	400	423	400
H3K27ac	encode	500k	4	500	Macs2	0.1	1578	483	500
H3K27ac	encode	500k	4	500	Macs2	0.05	917	482	497
H3K27ac	encode	500k	4	500	Macs2	0.01	501	477	494
H3K27ac	encode	500k	4	500	Macs2	1e-3	488	473	488
H3K27ac	encode	500k	4	500	Macs2	1e-4	483	468	483
H3K27ac	encode	500k	4	500	Macs2	1e-5	475	461	475
H3K27ac	encode	500k	4	500	Macs2	1e-6	463	450	463
H3K27ac	encode	500k	4	500	Macs2Broad	0.1	2159	484	467
H3K27ac	encode	500k	4	500	Macs2Broad	0.05	1087	483	466
H3K27ac	encode	500k	4	500	Macs2Broad	0.01	485	479	464
H3K27ac	encode	500k	4	500	Macs2Broad	1e-3	461	477	461
H3K27ac	encode	500k	4	500	Macs2Broad	1e-4	461	473	461
H3K27ac	encode	500k	4	500	Macs2Broad	1e-5	459	468	459
H3K27ac	encode	500k	4	500	Macs2Broad	1e-6	450	455	450
H3K27ac	encode	500k	4	500	SPAN-GAP5	1E-6	453	476	453
H3K27ac	encode	500k	4	500	SPAN-GAP5	0.1	466	489	463
H3K27ac	encode	500k	4	500	SPAN-GAP5	0.05	463	488	463
H3K27ac	encode	500k	4	500	SPAN-GAP5	0.01	463	487	463
H3K27ac	encode	500k	4	500	SPAN-GAP5	0.0001	463	487	463
H3K27ac	encode	500k	4	500	SPAN-GAP5	0.001	462	487	462
H3K27ac	encode	500k	4	500	SPAN-GAP5	1e-05	459	483	459
H3K27ac	encode	500k	4	500	SPAN-GAP5	1e-06	453	476	453
H3K27ac	encode	500k	4	500	SPAN-NBHMM2NZ	0.1	1145	497	439
H3K27ac	encode	500k	4	500	SPAN-NBHMM2NZ	0.05	780	496	444
H3K27ac	encode	500k	4	500	SPAN-NBHMM2NZ	0.01	590	490	443
H3K27ac	encode	500k	4	500	SPAN-NBHMM2NZ	0.001	550	478	438
H3K27ac	encode	500k	4	500	SPAN-NBHMM2NZ	0.0001	878	457	430
H3K27ac	encode	500k	4	500	SPAN-NBHMM2NZ	1e-05	421	442	420
H3K27ac	encode	500k	4	500	SPAN-NBHMM2NZ	1e-06	421	442	420
H3K27ac	encode	500k	4	500	SPAN-NBHMM3NZ	0.1	1141	497	441
H3K27ac	encode	500k	4	500	SPAN-NBHMM3NZ	0.05	783	497	447
H3K27ac	encode	500k	4	500	SPAN-NBHMM3NZ	0.01	583	492	445
H3K27ac	encode	500k	4	500	SPAN-NBHMM3NZ	0.001	544	483	444
H3K27ac	encode	500k	4	500	SPAN-NBHMM3NZ	0.0001	903	464	432
H3K27ac	encode	500k	4	500	SPAN-NBHMM3NZ	1e-06	421	442	420
H3K27ac	encode	500k	4	500	SPAN-NBHMM3NZ	1e-05	421	442	420
H3K27ac	encode	500k	4	500	SPAN-Islands	0.1	463	487	463
H3K27ac	encode	500k	4	500	SPAN-Islands	0.05	463	487	463
H3K27ac	encode	500k	4	500	SPAN-Islands	0.01	463	487	463
H3K27ac	encode	500k	4	500	SPAN-Islands	0.001	462	487	462
H3K27ac	encode	500k	4	500	SPAN-Islands	0.0001	448	473	448
H3K27ac	encode	500k	4	500	SPAN-Islands	1e-05	424	447	424
H3K27ac	encode	500k	4	500	SPAN-Islands	1e-06	392	415	392
H3K27ac	encode	500k	5	500	Macs2	0.1	1512	477	484
H3K27ac	encode	500k	5	500	Macs2	0.05	852	474	479
H3K27ac	encode	500k	5	500	Macs2	0.01	485	472	478
H3K27ac	encode	500k	5	500	Macs2	1e-3	473	465	473
H3K27ac	encode	500k	5	500	Macs2	1e-4	473	459	473
H3K27ac	encode	500k	5	500	Macs2	1e-5	464	451	464
H3K27ac	encode	500k	5	500	Macs2	1e-6	459	445	459
H3K27ac	encode	500k	5	500	Macs2Broad	0.1	2053	477	461
H3K27ac	encode	500k	5	500	Macs2Broad	0.05	1013	476	461
H3K27ac	encode	500k	5	500	Macs2Broad	0.01	480	473	459
H3K27ac	encode	500k	5	500	Macs2Broad	1e-3	454	466	454
H3K27ac	encode	500k	5	500	Macs2Broad	1e-4	448	461	448
H3K27ac	encode	500k	5	500	Macs2Broad	1e-5	441	454	441
H3K27ac	encode	500k	5	500	Macs2Broad	1e-6	438	449	438
H3K27ac	encode	500k	5	500	SPAN-GAP5	1E-6	454	481	454
H3K27ac	encode	500k	5	500	SPAN-GAP5	0.1	463	493	459
H3K27ac	encode	500k	5	500	SPAN-GAP5	0.05	460	492	460
H3K27ac	encode	500k	5	500	SPAN-GAP5	0.01	460	488	460
H3K27ac	encode	500k	5	500	SPAN-GAP5	0.001	459	488	459
H3K27ac	encode	500k	5	500	SPAN-GAP5	0.0001	460	488	460
H3K27ac	encode	500k	5	500	SPAN-GAP5	1e-05	456	483	456
H3K27ac	encode	500k	5	500	SPAN-GAP5	1e-06	454	481	454
H3K27ac	encode	500k	5	500	SPAN-NBHMM2NZ	0.1	1107	497	425
H3K27ac	encode	500k	5	500	SPAN-NBHMM2NZ	0.05	744	494	429
H3K27ac	encode	500k	5	500	SPAN-NBHMM2NZ	0.01	563	488	438
H3K27ac	encode	500k	5	500	SPAN-NBHMM2NZ	0.001	543	482	441
H3K27ac	encode	500k	5	500	SPAN-NBHMM2NZ	1e-05	429	455	428
H3K27ac	encode	500k	5	500	SPAN-NBHMM2NZ	0.0001	895	471	442
H3K27ac	encode	500k	5	500	SPAN-NBHMM2NZ	1e-06	424	450	423
H3K27ac	encode	500k	5	500	SPAN-NBHMM3NZ	0.1	1020	498	426
H3K27ac	encode	500k	5	500	SPAN-NBHMM3NZ	0.05	675	498	432
H3K27ac	encode	500k	5	500	SPAN-NBHMM3NZ	0.01	527	498	445
H3K27ac	encode	500k	5	500	SPAN-NBHMM3NZ	0.001	514	492	450
H3K27ac	encode	500k	5	500	SPAN-NBHMM3NZ	0.0001	611	484	452
H3K27ac	encode	500k	5	500	SPAN-NBHMM3NZ	1e-05	444	471	443
H3K27ac	encode	500k	5	500	SPAN-NBHMM3NZ	1e-06	444	471	443
H3K27ac	encode	500k	5	500	SPAN-Islands	0.1	460	488	460
H3K27ac	encode	500k	5	500	SPAN-Islands	0.05	460	488	460
H3K27ac	encode	500k	5	500	SPAN-Islands	0.01	460	488	460
H3K27ac	encode	500k	5	500	SPAN-Islands	0.001	460	488	460
H3K27ac	encode	500k	5	500	SPAN-Islands	0.0001	452	481	452
H3K27ac	encode	500k	5	500	SPAN-Islands	1e-05	433	462	433
H3K27ac	encode	500k	5	500	SPAN-Islands	1e-06	402	431	402
H3K27ac	encode	500k	6	500	Macs2	0.1	1482	481	491
H3K27ac	encode	500k	6	500	Macs2	0.05	879	480	493
H3K27ac	encode	500k	6	500	Macs2	0.01	498	476	489
H3K27ac	encode	500k	6	500	Macs2	1e-3	481	471	480
H3K27ac	encode	500k	6	500	Macs2	1e-4	475	464	475
H3K27ac	encode	500k	6	500	Macs2	1e-5	466	455	466
H3K27ac	encode	500k	6	500	Macs2	1e-6	456	442	456
H3K27ac	encode	500k	6	500	Macs2Broad	0.1	2154	482	471
H3K27ac	encode	500k	6	500	Macs2Broad	0.05	1028	482	471
H3K27ac	encode	500k	6	500	Macs2Broad	0.01	487	480	470
H3K27ac	encode	500k	6	500	Macs2Broad	1e-3	462	473	461
H3K27ac	encode	500k	6	500	Macs2Broad	1e-4	458	469	458
H3K27ac	encode	500k	6	500	Macs2Broad	1e-5	449	460	449
H3K27ac	encode	500k	6	500	Macs2Broad	1e-6	437	449	437
H3K27ac	encode	500k	6	500	SPAN-GAP5	1E-6	446	463	446
H3K27ac	encode	500k	6	500	SPAN-GAP5	0.1	466	485	464
H3K27ac	encode	500k	6	500	SPAN-GAP5	0.05	464	484	464
H3K27ac	encode	500k	6	500	SPAN-GAP5	0.01	465	483	465
H3K27ac	encode	500k	6	500	SPAN-GAP5	0.001	463	481	463
H3K27ac	encode	500k	6	500	SPAN-GAP5	0.0001	463	480	463
H3K27ac	encode	500k	6	500	SPAN-GAP5	1e-05	453	470	453
H3K27ac	encode	500k	6	500	SPAN-GAP5	1e-06	446	463	446
H3K27ac	encode	500k	6	500	SPAN-NBHMM2NZ	0.1	1134	495	425
H3K27ac	encode	500k	6	500	SPAN-NBHMM2NZ	0.05	764	492	433
H3K27ac	encode	500k	6	500	SPAN-NBHMM2NZ	0.01	580	482	435
H3K27ac	encode	500k	6	500	SPAN-NBHMM2NZ	0.001	551	472	434
H3K27ac	encode	500k	6	500	SPAN-NBHMM2NZ	0.0001	860	446	424
H3K27ac	encode	500k	6	500	SPAN-NBHMM2NZ	1e-05	410	427	409
H3K27ac	encode	500k	6	500	SPAN-NBHMM2NZ	1e-06	408	424	407
H3K27ac	encode	500k	6	500	SPAN-NBHMM3NZ	0.1	1126	498	428
H3K27ac	encode	500k	6	500	SPAN-NBHMM3NZ	0.05	762	492	433
H3K27ac	encode	500k	6	500	SPAN-NBHMM3NZ	0.01	575	484	436
H3K27ac	encode	500k	6	500	SPAN-NBHMM3NZ	0.001	543	473	435
H3K27ac	encode	500k	6	500	SPAN-NBHMM3NZ	0.0001	883	452	428
H3K27ac	encode	500k	6	500	SPAN-NBHMM3NZ	1e-06	407	423	406
H3K27ac	encode	500k	6	500	SPAN-NBHMM3NZ	1e-05	409	424	408
H3K27ac	encode	500k	6	500	SPAN-Islands	0.1	465	483	465
H3K27ac	encode	500k	6	500	SPAN-Islands	0.05	465	483	465
H3K27ac	encode	500k	6	500	SPAN-Islands	0.01	462	480	462
H3K27ac	encode	500k	6	500	SPAN-Islands	0.0001	438	456	438
H3K27ac	encode	500k	6	500	SPAN-Islands	0.001	458	476	458
H3K27ac	encode	500k	6	500	SPAN-Islands	1e-05	414	432	414
H3K27ac	encode	500k	6	500	SPAN-Islands	1e-06	375	393	375
H3K27ac	encode	500k	7	500	Macs2	0.1	1564	481	488
H3K27ac	encode	500k	7	500	Macs2	0.05	907	478	487
H3K27ac	encode	500k	7	500	Macs2	0.01	480	467	474
H3K27ac	encode	500k	7	500	Macs2	1e-3	472	461	471
H3K27ac	encode	500k	7	500	Macs2	1e-4	466	454	466
H3K27ac	encode	500k	7	500	Macs2	1e-5	462	450	462
H3K27ac	encode	500k	7	500	Macs2	1e-6	452	443	452
H3K27ac	encode	500k	7	500	Macs2Broad	0.1	2182	483	457
H3K27ac	encode	500k	7	500	Macs2Broad	0.05	1092	482	457
H3K27ac	encode	500k	7	500	Macs2Broad	0.01	462	471	447
H3K27ac	encode	500k	7	500	Macs2Broad	1e-3	447	467	446
H3K27ac	encode	500k	7	500	Macs2Broad	1e-4	441	461	441
H3K27ac	encode	500k	7	500	Macs2Broad	1e-5	438	457	438
H3K27ac	encode	500k	7	500	Macs2Broad	1e-6	432	449	432
H3K27ac	encode	500k	7	500	SPAN-GAP5	1E-6	439	466	439
H3K27ac	encode	500k	7	500	SPAN-GAP5	0.1	451	481	449
H3K27ac	encode	500k	7	500	SPAN-GAP5	0.05	451	481	450
H3K27ac	encode	500k	7	500	SPAN-GAP5	0.01	450	480	450
H3K27ac	encode	500k	7	500	SPAN-GAP5	0.001	448	477	448
H3K27ac	encode	500k	7	500	SPAN-GAP5	0.0001	447	475	447
H3K27ac	encode	500k	7	500	SPAN-GAP5	1e-05	444	471	444
H3K27ac	encode	500k	7	500	SPAN-GAP5	1e-06	439	466	439
H3K27ac	encode	500k	7	500	SPAN-NBHMM2NZ	0.1	1174	491	421
H3K27ac	encode	500k	7	500	SPAN-NBHMM2NZ	0.05	766	489	424
H3K27ac	encode	500k	7	500	SPAN-NBHMM2NZ	0.01	578	486	429
H3K27ac	encode	500k	7	500	SPAN-NBHMM2NZ	0.001	553	472	426
H3K27ac	encode	500k	7	500	SPAN-NBHMM2NZ	0.0001	872	448	415
H3K27ac	encode	500k	7	500	SPAN-NBHMM2NZ	1e-05	401	428	400
H3K27ac	encode	500k	7	500	SPAN-NBHMM2NZ	1e-06	400	427	399
H3K27ac	encode	500k	7	500	SPAN-NBHMM3NZ	0.1	1088	495	422
H3K27ac	encode	500k	7	500	SPAN-NBHMM3NZ	0.05	743	492	425
H3K27ac	encode	500k	7	500	SPAN-NBHMM3NZ	0.01	552	489	431
H3K27ac	encode	500k	7	500	SPAN-NBHMM3NZ	0.001	521	475	430
H3K27ac	encode	500k	7	500	SPAN-NBHMM3NZ	0.0001	580	456	417
H3K27ac	encode	500k	7	500	SPAN-NBHMM3NZ	1e-06	396	422	395
H3K27ac	encode	500k	7	500	SPAN-NBHMM3NZ	1e-05	397	423	396
H3K27ac	encode	500k	7	500	SPAN-Islands	0.1	450	480	450
H3K27ac	encode	500k	7	500	SPAN-Islands	0.01	449	479	449
H3K27ac	encode	500k	7	500	SPAN-Islands	0.05	450	480	450
H3K27ac	encode	500k	7	500	SPAN-Islands	0.001	443	473	443
H3K27ac	encode	500k	7	500	SPAN-Islands	0.0001	425	455	425
H3K27ac	encode	500k	7	500	SPAN-Islands	1e-05	399	429	399
H3K27ac	encode	500k	7	500	SPAN-Islands	1e-06	373	402	373
H3K27ac	encode	500k	8	500	Macs2	0.1	1575	478	493
H3K27ac	encode	500k	8	500	Macs2	0.05	915	478	493
H3K27ac	encode	500k	8	500	Macs2	0.01	500	473	494
H3K27ac	encode	500k	8	500	Macs2	1e-3	493	471	493
H3K27ac	encode	500k	8	500	Macs2	1e-4	482	462	482
H3K27ac	encode	500k	8	500	Macs2	1e-5	483	459	483
H3K27ac	encode	500k	8	500	Macs2	1e-6	478	452	478
H3K27ac	encode	500k	8	500	Macs2Broad	0.1	2164	481	459
H3K27ac	encode	500k	8	500	Macs2Broad	0.05	1038	479	459
H3K27ac	encode	500k	8	500	Macs2Broad	0.01	473	474	456
H3K27ac	encode	500k	8	500	Macs2Broad	1e-3	457	473	456
H3K27ac	encode	500k	8	500	Macs2Broad	1e-4	450	465	450
H3K27ac	encode	500k	8	500	Macs2Broad	1e-5	449	463	449
H3K27ac	encode	500k	8	500	Macs2Broad	1e-6	445	459	445
H3K27ac	encode	500k	8	500	SPAN-GAP5	1E-6	449	478	449
H3K27ac	encode	500k	8	500	SPAN-GAP5	0.1	462	493	459
H3K27ac	encode	500k	8	500	SPAN-GAP5	0.05	460	492	459
H3K27ac	encode	500k	8	500	SPAN-GAP5	0.01	457	489	457
H3K27ac	encode	500k	8	500	SPAN-GAP5	0.0001	457	487	457
H3K27ac	encode	500k	8	500	SPAN-GAP5	0.001	456	487	456
H3K27ac	encode	500k	8	500	SPAN-GAP5	1e-05	456	486	456
H3K27ac	encode	500k	8	500	SPAN-GAP5	1e-06	449	478	449
H3K27ac	encode	500k	8	500	SPAN-NBHMM2NZ	0.1	1084	497	422
H3K27ac	encode	500k	8	500	SPAN-NBHMM2NZ	0.05	741	495	427
H3K27ac	encode	500k	8	500	SPAN-NBHMM2NZ	0.01	554	493	438
H3K27ac	encode	500k	8	500	SPAN-NBHMM2NZ	0.001	539	486	448
H3K27ac	encode	500k	8	500	SPAN-NBHMM2NZ	0.0001	902	465	434
H3K27ac	encode	500k	8	500	SPAN-NBHMM2NZ	1e-05	412	439	411
H3K27ac	encode	500k	8	500	SPAN-NBHMM2NZ	1e-06	410	437	409
H3K27ac	encode	500k	8	500	SPAN-NBHMM3NZ	0.1	986	499	424
H3K27ac	encode	500k	8	500	SPAN-NBHMM3NZ	0.05	661	497	429
H3K27ac	encode	500k	8	500	SPAN-NBHMM3NZ	0.01	521	496	443
H3K27ac	encode	500k	8	500	SPAN-NBHMM3NZ	0.001	512	494	453
H3K27ac	encode	500k	8	500	SPAN-NBHMM3NZ	0.0001	600	485	452
H3K27ac	encode	500k	8	500	SPAN-NBHMM3NZ	1e-05	429	457	428
H3K27ac	encode	500k	8	500	SPAN-NBHMM3NZ	1e-06	429	457	428
H3K27ac	encode	500k	8	500	SPAN-Islands	0.1	457	489	457
H3K27ac	encode	500k	8	500	SPAN-Islands	0.05	457	489	457
H3K27ac	encode	500k	8	500	SPAN-Islands	0.01	457	489	457
H3K27ac	encode	500k	8	500	SPAN-Islands	0.001	452	483	452
H3K27ac	encode	500k	8	500	SPAN-Islands	0.0001	440	471	440
H3K27ac	encode	500k	8	500	SPAN-Islands	1e-05	416	446	416
H3K27ac	encode	500k	8	500	SPAN-Islands	1e-06	384	414	384
H3K27ac	encode	500k	9	500	Macs2	0.1	1497	479	496
H3K27ac	encode	500k	9	500	Macs2	0.05	884	477	494
H3K27ac	encode	500k	9	500	Macs2	0.01	501	473	495
H3K27ac	encode	500k	9	500	Macs2	1e-3	490	467	490
H3K27ac	encode	500k	9	500	Macs2	1e-4	486	462	486
H3K27ac	encode	500k	9	500	Macs2	1e-5	480	452	480
H3K27ac	encode	500k	9	500	Macs2	1e-6	468	444	468
H3K27ac	encode	500k	9	500	Macs2Broad	0.1	2032	479	467
H3K27ac	encode	500k	9	500	Macs2Broad	0.05	1002	477	463
H3K27ac	encode	500k	9	500	Macs2Broad	0.01	474	473	460
H3K27ac	encode	500k	9	500	Macs2Broad	1e-3	455	469	455
H3K27ac	encode	500k	9	500	Macs2Broad	1e-4	453	466	453
H3K27ac	encode	500k	9	500	Macs2Broad	1e-5	449	460	449
H3K27ac	encode	500k	9	500	Macs2Broad	1e-6	444	455	444
H3K27ac	encode	500k	9	500	SPAN-GAP5	1E-6	449	472	449
H3K27ac	encode	500k	9	500	SPAN-GAP5	0.1	460	486	460
H3K27ac	encode	500k	9	500	SPAN-GAP5	0.05	462	486	462
H3K27ac	encode	500k	9	500	SPAN-GAP5	0.01	459	484	459
H3K27ac	encode	500k	9	500	SPAN-GAP5	0.001	459	484	459
H3K27ac	encode	500k	9	500	SPAN-GAP5	0.0001	457	482	457
H3K27ac	encode	500k	9	500	SPAN-GAP5	1e-05	457	480	457
H3K27ac	encode	500k	9	500	SPAN-GAP5	1e-06	449	472	449
H3K27ac	encode	500k	9	500	SPAN-NBHMM2NZ	0.1	1110	498	424
H3K27ac	encode	500k	9	500	SPAN-NBHMM2NZ	0.05	745	497	429
H3K27ac	encode	500k	9	500	SPAN-NBHMM2NZ	0.01	566	491	432
